Timestamp,Date,Employee ID,Location,Department,Reservations - No of Booking Requests Processed ,Reservations - No of Confirmations Updated,Reservations - No of Cancellations ,Reservations - No. of Amendments Made ,Reservations - No of Reconfirmations Made ,Reservations - Remarks ,Taj/Bhutan - No. of Bhutan Air Booking Processed ,Taj/Bhutan - No of Confirmed Bhutan Air Tickets ,Taj/Bhutan - No of Taj Hotels Booking Processed ,Taj/Bhutan - No of Confirmed bookings ,Taj/Bhutan - No of Cancellations ,Taj/Bhutan - No of Amendments made,Taj/Bhutan - No of Reconfirmations made,Taj/Bhutan - Remarks ,Sales Online - No of Enquiries Received ,Sales Online - No of Conversions ,Sales Online - No of Follow‑Ups Taken ,Sales Online - No of Cancellations ,Sales Online - Remarks ,Sales Group - No of Enquiries Received ,Sales Group - No of Conversions Made ,Sales Group - No of Follow‑Ups Taken ,Sales Group - No of Cancellations ,Sales Group - No of Amendments Made ,Sales Group - Remarks ,IT - No of Entries Made ,IT - No. of Amendments Made ,IT - No of Calls/Emails Made ,IT - No of Creatives Made ,IT - Remarks ,HR - Number of Interviews Taken ,HR - Number of Job Offers Extended ,HR - How many Leave Requests Received Today ,HR - Number of Employee Grievances Addressed ,HR - Number of Salary Processing ,HR - Payroll Processing ,HR - Were any Exit Interviews Conducted Today ,HR - Were any Retention Efforts Made (at risk of leaving) ,HR - Remarks ,Accounts - Number of Customer Payments Processed ,Accounts - Number of Tax Filings Prepared/Reviewed ,Accounts - Number of transactions recorded in the accounting system,Accounts - Number of vendor invoices processed,Accounts - Remarks ,Graphic Designer - Give a summary for the day,Others - Give a summary for the day
06/06/2025 19:23:26,06/06/2025,NHL/212,Kolkata,RESERVATION,3,0,0,1,15,"Checked Statement for Fern Denzong - Gangtok given By Samir Pandey.
Availability Check: 8
Handled complaint against File no.  1810183 to Maple Residency.
Re-confirmation: 15
Candle light dinner arrangement against File no. 1558045.
Handled complaint against File No. 1854451.
Payment follow up for Siddarth Hotels.
Siddarth Hotels Query: 1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/06/2025 19:39:29,06/06/2025,NHL/015,Kolkata,RESERVATION,1,0,0,0,0,22 MAIL SENT TO HOTEL FOR RATE. RATE DISCREPANCY FOR FORTUNE BEACH FRONT PURI. Trip ID : 1617363 COMPLAIN SEND TO GOLDEN KUENSEL KALIMPONG. PROBLEM SOLVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/06/2025 19:43:18,06/06/2025,NHL/123,Kolkata,Bhutan Air Ticket & Taj Hotels,,,,,,,11,33,3,4,0,0,0,"BHUTAN TICKETS : QUERY : 08, BLOCKING : 02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/06/2025 19:44:27,06/06/2025,NHL/218,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,7,,"SEMBARK CHECK AND READY FILING 

MOUNT GR OF HOTELS",,,,,,,,,,,,,,,,
06/06/2025 19:51:21,06/06/2025,NHL/028,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.	Bank Book sheet update from Bank
2.	Advance sheet update from Bank more times
3.	Payment follow up Bhutan.
4.	Bank Reconciled checking. All Bank
5.	Follow up TCS amount and TCS declaration
6.	Communicate to agent more times over phone about TCS TDS for Bhutan booking
7.	Read mail
8.	Payment Process
a.	Registered-2
b.	Unregistered   ",,
06/06/2025 19:57:49,04/06/2025,NHL/178,Kolkata,RESERVATION,1,15,0,2,0,"CHECKED 5 AVAILABILITIES WITH TRIP IDS AND 5 SINGLE OR MORE HOTEL AVAILABILITIES ON WHATSAPP GROUP, VERBALLY OR ON PAPER. RATE GIVEN FOR 7 HOTELS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/06/2025 19:58:45,06/06/2025,NHL/191,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,NA,NA,84,"Pelling Resort statement checked & processed , Q Saina Darjeeling statement prepared & send for acknowledgement to hotelier , Taj Guras Kuthir statement checked & send for approval , Taj Chia Kuthir statement checked & send for acknowledgement ,  Looking after day to day vendors payments , Assisting in making payments , Putting e mail towards vendors along with payment advice ",,
06/06/2025 20:36:43,05/06/2025,NHL/007,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,NA,4,16,"TDS CHECKED FOR PAYMENT DONE ON 04.06.2025 , SENT PAYMENT DETAILS TO TRANSPORTERS , CHECKED CASH VOUCHERS , CHECKED PURCHASE ENTRY DONE IN TALLY , ASSIST & CHECKED PAYMENT ENTRY DONE IN SOFTWARE , CHECKED JAIPUR BRANCH ACCOUNTS ,  CHECKED HOTEL CONTRACT GIVEN TO ME & FILLED THEM , SOLVED PAYMENT RELATED QUERIES OF TRANSPORTERS , FOLLOW UP FOR INVOICES FROM HOTELS , SOLVED QUERIES OF TRANSPORT TEAM  & OTHER MICELLANEOUS JOBS ASSIGNED TO ME BY MY TEAMMATES & CFO.",,
06/06/2025 20:56:22,06/06/2025,Nhl/049,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engaged in preparation and preservation of Audit data and future financial planning ,,
06/06/2025 20:56:54,05/06/2025,Nhl/049,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engaged in preparation and preservation of Audit data and future financial planning ,,
06/06/2025 21:01:12,04/06/2025,Nhl/049,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engaged in preparation and preservation of Audit data and future financial planning ,,
06/06/2025 21:05:32,06/06/2025,NHL/201,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Creat invoice & prepare nepcare statement,,
06/06/2025 22:32:30,06/06/2025,NHL/236,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
1. All Hotel  and transport's single payment logged in software 
2. All converted hotel's rates checked and update on software. 
3. Assist other to prepare hotel's payment- as required
4. Send hotel payment details emails to hotels.
5.prepare few hotel statement payment and single payment as required",,
07/06/2025 12:34:44,06/06/2025,NHL/010,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"2 HTML text mailer, 2 mailer send, facebook post, instagram post, B2B data update, B2C data update.",,,,,,,,,,,,,,,,
07/06/2025 13:48:26,06/06/2025,NHL/256,Kolkata,Sales(Online),,,,,,,,,,,,,,,0,0,0,0,"MOM Checking of Webingo meeting 

Team discussion and discussion with sir for clarification of few points..

Meeting with Webingo at Webingo office..
 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2025 18:00:15,07/06/2025,NHL/128,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,115,,3,,"Ready Data of CG & Bihar, mailed to Prakash Sir, Ready data of scanned data mailed to Arpita, Entries made. ",,,,,,,,,,,,,,,,
07/06/2025 18:25:39,06/06/2025,NHL/229,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 TRIPS ARE READY FOR SINGLE PAYMENT ,NA,NA,NA,"PAYMENT APPROVAL SIGNATURE FROM VIKRAMD DA & SIR,  STATEMENT OF ARISTA BY AMBITION ",,
07/06/2025 18:30:14,06/06/2025,NHL/238,Kolkata,Sales(Online),,,,,,,,,,,,,,,0,0,0,0,"Content Writing For Neptune Website 
Opened a YouTube account For Divine Safari and Uploaded reels for promotion",,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2025 18:34:16,06/06/2025,NHL/240,Kolkata,Sales(Online),,,,,,,,,,,,,,,0,0,0,0,"MOM Checking of Webingo meeting 

Team discussion and discussion with sir for clarification of few points..

Meeting with Webingo at Webingo office.",,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2025 18:46:54,07/06/2025,T5,Kolkata,RESERVATION,4,0,2,0,25,"RATE GIVEN FOR KENILWORT
RATE GIVEN FOR PEERLESS INN
 CHECKED AVAILABILITY

SHO
KINGSWAY
SUMITEL CHIMINDA
QUEEN'S YARD

RAJ
YASHSHREE SIKKIM BLOSSOM
YASHSHREE MALL ROAD

RIB
UDAAN HIMALAYAN
NEW ELGIN

SHO
KAYA GANTAVYA
PINE CREST

ARD
LEMON TREE GANGTOK
UDAAN NIRVANA

 Release mail sent- 1862021
 checked availability
blocking mail sent-1880511
 release mail sent- 1865102
 BOOKING MAIL SENT-1894799
blocking extension mail sent-1847103
 confirm mail sent-1583964",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2025 18:55:38,07/06/2025,T4,Kolkata,Bhutan Air Ticket & Taj Hotels,,,,,,,0,0,0,0,0,0,0,"BHUTAN TICKETS : 01 NEW QUOTATION SENT
JAIPUR AGENT CALLING",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2025 19:00:28,07/06/2025,NHL/247,Kolkata,Sales(Group),,,,,,,,,,,,,,,,,,,,1,0,5,,2,,,,,,,,,,,,,,,,,,,,,,
07/06/2025 19:01:47,07/06/2025,T7,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.Payment update and acknowledgement of last night.
2.check hold to convert files and updated in software and inform sales person to convert the hold files
3.ledger reconcile 
4.paymeny follow up 
5.payment update in software and acknowledgement 
6.Tds entry 
7.Call received from agent and our sales team",,
07/06/2025 19:05:38,07/06/2025,NHL/015,Kolkata,RESERVATION,0,0,0,0,0,"11 HOTEL MAIL SENT TO PURI & BHUBANESWAR HOTEL. RATE DISCREPANCY FOR FORTUNE BEACH FRONT PURI FOR 13 JUNE & 14 JUNE MAIL SENT TO HOTEL
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2025 19:17:52,07/06/2025,NHL/123,Kolkata,Bhutan Air Ticket & Taj Hotels,,,,,,,3,13,2,3,0,0,3,"BHUTAN TICKETS : QUERY : 06, BLOCKING : 03 / BHUTAN PROMOTION : 80 MAILS SENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2025 19:19:23,07/06/2025,NHL/212,Kolkata,RESERVATION,5,0,0,1,10,"Request for ground floor room against File No. 1567476
Siddarth Hotels Query: 2
Updated Contact details of the guest arrival to Maple Residency, Lemon Tree - Gangtok, Queens Yard
Whatsapp Query: 15
Rate issue mail for Regenta Orkos - Kolkata.
Complimentary snacks request mail sent against File No. 1414856.
Stay certificate mail request sent to Q Saina against File No. 1808846.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2025 19:25:56,06/06/2025,NHL/188,Kolkata,RESERVATION,7,5,1,0,10,25 QUERIES REVERTED ON WHATS APP MAYFAIR GROUP..RATE NEGOTIATION IN EVERY FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2025 19:27:01,07/06/2025,NHL/260,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bank Entries
Cash Entry in Tally
Purchase Entry
Invoice no searched and recorded in statement",,
07/06/2025 19:27:51,07/06/2025,NHL/233,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,"PURCHASE BOOKED
CASH ENTRY
PREPARING ANNEXURE FOR GSTR3B
CHECKING OF SALES INVOICE DONE OR NOT 
TDS ENTRY
VOUCHER FILLING 
LEDGER RECONCILITION",,
07/06/2025 19:32:16,07/06/2025,T15,Kolkata,RESERVATION,1,0,0,1,0,AVAILABILITY CHECKING DONE FOR FIVE FILES AND CALLING DONE IN 10 HOTELS FOR ALMOST 10 TIMES AND HOTELS CONTACT SHEET FILL UP DONE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2025 19:32:33,07/06/2025,NHL/028,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.	Bank Book sheet update from Bank
2.	Advance sheet update from Bank more times
3.	Payment follow up Bhutan.
4.	Bank Reconciled checking. All Bank
5.	Follow up TCS amount and TCS declaration
6.	Communicate to agent more times over phone about TCS TDS for Bhutan booking
7.	Read mail
8.	Payment Process
a.	Registered
b.	Unregistered   ",,
07/06/2025 19:39:53,06/06/2025,NHL/178,Kolkata,RESERVATION,4,17,0,6,0,CHECKED 2 AVAILABILITIES WITH TRIP IDS AND 5 AVAILABILITIES OF SINGLE OR MORE HOTELS. RATE GIVEN FOR 3 HOTELS. COORDINATED WITH PELLING HOTEL AS GUESTS WANTED 2 EXTRA BEDS IN 1 ROOM.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2025 19:44:34,07/06/2025,NHL/218,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,3,,,,,,,,,,,,,,,,,,
07/06/2025 19:57:10,06/06/2025,NHL/192,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,invoice raised payment process ledger reco,,
07/06/2025 20:03:37,07/06/2025,NHL/234,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mails read -
Mails reply
Follow up with agent -
Payment noted -
Payment collected - 
Calls attend -
Invoice raised ",,
07/06/2025 20:14:23,07/06/2025,NHL/007,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,NA,4,15,"TDS CHECKED FOR PAYMENT DONE ON 06.06.2025 , SENT PAYMENT DETAILS TO HOTELS & TRANSPORTERS , CHECKED PURCHASE ENTRY DONE IN TALLY , CHECKED HOTEL CONTRACT GIVEN TO ME FOR FILLING , ASSIST IN PAYMENT UPDATION IN SOFTWARE , CHECKED TRIPS & ITS PROFIT & LOSS ACCOUNT FOR PAYMENT ,  PREPARE HOTEL STATEMENTS FOR PAYMENT , SOLVED PAYMENT RELATED QUERIES OF HOTELS & TRANSPORT TEAM & OTHER MISCELLANEOUS JOBS ASSIGN TO ME BY CFO & ACCOUNTS TEAM MATES. ",,
07/06/2025 22:02:53,07/06/2025,Nhl/049,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncounted ,Uncounted ,Uncounted ,Uncounted ,Engaged in preparation and preservation of Audit data and future financial planning ,,
07/06/2025 22:27:14,07/06/2025,NHL/236,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
1. All Hotel  and transport's single payment logged in software 
2. All converted hotel's rates checked and update on software. 
3. Assist other to prepare hotel's payment- as required
4. Send hotel payment details emails to hotels. 
5. Prepare hotel statement for payment",,
07/06/2025 23:07:21,30/05/2025,NHL/214,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Invoice send to agent, Sikkim invoice entries in tally, TDS , TCS check for Bhutan",,
08/06/2025 00:43:27,15/05/2025,T7,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.Payment update and acknowledgement of last night.
2.check hold to convert files and updated in software and inform sales person to convert the hold files
3.ledger reconcile 
4.paymeny follow up 
5.payment update in software and acknowledgement 
6.Tds entry 
7.Call received from agent and our sales team",,
08/06/2025 11:18:23,07/06/2025,NHL/192,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVOICE RAISED/LEGER RECO,,
08/06/2025 12:21:00,07/06/2025,NHL/256,Kolkata,Sales(Online),,,,,,,,,,,,,,,1,1,5,0,"03 Revised Done 

MOM checking of Webingo 

Discussion about backend with sir and points noted for next day  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
08/06/2025 13:21:25,07/06/2025,NHL/240,Kolkata,Sales(Online),,,,,,,,,,,,,,,1,1,0,0,"Mom review meeting with prakash sir

North East itinerary correction given by Sanjay sir",,,,,,,,,,,,,,,,,,,,,,,,,,,
08/06/2025 18:27:30,31/05/2025,NHL/201,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prepare data of return filing,,
09/06/2025 00:23:33,07/06/2025,NHL/007,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,NA,4,11,"TDS CHECKED FOR PAYMENT DONE ON 06.06.2025 , CHECKED TDS FOR MAY'2025 FOR TDS DEPOSIT , CHECKED JAIPUR BRANCH ACCOUNTS,  CHECKED PURCHASE ENYRY DONE IN TALLY BY JUNIOR COLLEAGUE,ASSIT JUNIOR COLLEAGUE IN PAYMENT UPDATION IN SOFTWARE,SENT CC AUTHOURISATION TO HOTEL FOR BOOKING CONFIRMATION , WENT TO SIR FOR PAYMENT APPROVAL OF TRANSPORTER , SOLVED PAYMENT QUERIES OF TRANSPORTERS AND OTHER MISCELLANEOUS JOBS ASSIGN TO ME BY TEAM MATES , CFO , DIRECTORS .",,
09/06/2025 11:54:43,07/06/2025,NHL/188,Kolkata,RESERVATION,5,5,0,1,7,31 QUERIES REVERTED ON WHAT APP MAYFAIR GROUP.THSI INCLUDES SUNDAY(08 JUN).RATE NEGOTIATION IN EVERY CONFIRMATION FILE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2025 13:43:16,07/06/2025,NHL/010,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Mailer send, Facebook update, instagram update, survey instagram boosting problem",,,,,,,,,,,,,,,,
09/06/2025 15:38:14,14/05/2025,NHL/192,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,invoice raised/ work giving by TL/ ledger reco,,
09/06/2025 17:52:32,09/06/2025,NHL/128,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,Checked & Corrected Scanned data ,,,,,,,,,,,,,,,,
09/06/2025 18:27:50,04/06/2025,NHL/010,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Mailer send, MailChimp data update",,,,,,,,,,,,,,,,
09/06/2025 18:28:36,09/06/2025,NHL/238,Kolkata,Sales(Online),,,,,,,,,,,,,,,0,0,0,0,"Making Reels For Neptune Holidays and Uploaded Video For Divine Safari In Youtube 
And Content Writing For Neptune Website",,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2025 18:41:00,04/06/2025,NHL/220,Kolkata,RESERVATION,0,1,1,3,0,"2 AVAILABILITIES CHECKED, VOUCHER SENT TO HOTEL, 5 CONTACT DETAILS, MAIL SENT TO 5 HOTELS FOR UPCOMING RATES, TALK TO WINDERMERE HOTEL FOR POSTPONING THE TRIP, UDATED MAIL SENT TO HOTEL. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2025 18:46:24,09/06/2025,T5,Kolkata,RESERVATION,2,0,0,0,14,"booking mail sent- 1891677
checked availability",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2025 18:56:10,09/06/2025,T4,Kolkata,Bhutan Air Ticket & Taj Hotels,,,,,,,0,0,0,0,0,0,0,"BHUTAN AIRLINES : 01 QUOTATION SENT
TAJ HOTELS : 02 QUOTATIONS SENT
JAIPUR AGENT CALLING",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2025 19:01:38,09/06/2025,NHL/247,Kolkata,Sales(Group),,,,,,,,,,,,,,,,,,,,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2025 19:04:12,09/06/2025,NHL/256,Kolkata,Sales(Online),,,,,,,,,,,,,,,1,0,6,1,"02 revised done 

Team meeting for today's meeting 

Meeting with Webingo at Webingo office ",,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2025 19:04:43,09/06/2025,NHL/232,Kolkata,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,6,0,0,No,No,"1.Prepare lunch list of 45 employees,2. Checking google sheet for daily update for 33 employees (9 days),3. Distribute ID card to 75 employees,4. Checking Dress for employee,4. Coordinate with insurance vendor for Policy copy,5. Check arrear salary for Jaipur office,6. Create biometric for an employee,7. Send a vendor variety type of documents for NATS,8. prepare revised excel for id card,9. Discuss with an employee about her non active UAN,10. Check CCTV,11. Discuss about Father's Day,12. Coordinate with compliance team about shop & establishment.",,,,,,,
09/06/2025 19:05:03,09/06/2025,T7,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.Payment update and acknowledgement of last night.
2.check hold to convert files and updated in software and inform sales person to convert the hold files
3.ledger reconcile 
4.paymeny follow up 
5.payment update in software and acknowledgement 
6.Tds entry 
7.Call received from agent and our sales team",,
09/06/2025 19:05:24,09/06/2025,T15,Kolkata,RESERVATION,0,0,0,0,0,AVAILABILITY CHECKING DONE FOR 5 FILES AND CALLING DONE IN 10 HOTELS FOR ALMOST 18 TIMES AND DONE KOLKATA HOTELS CONTACT DETAILS EXCEL SHEET FILL UP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2025 19:16:12,07/06/2025,NHL/229,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 NO OF TRIPS ARE READY FOR SINGLE PAYMENT ,NA,NA,NA,"MAIL TO 1503726 ,1892566,1892787,1892376 ), PAYMENT SIGNATURE FROM VIKRAM DA & SIR, ORSINO STATEMENT WORKING                    ,",,
09/06/2025 19:18:22,09/06/2025,NHL/260,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bank Entries
Cash Entry in Tally
Suspense Clearance
Purchase Entry
Invoice no searched and recorded in statement",,
09/06/2025 19:23:24,07/06/2025,NHL/178,Kolkata,RESERVATION,7,28,2,7,0,"CHECKED 1 AVAILABILITY WITH TRIP ID AND 17 SINGLE OR MORE HOTEL AVAILABILITIES IN WHATSAPP GROUP, VERBALLY OR ON PAPER. RATE GIVEN FOR 10 HOTELS. UPDATED RATE OF 1 HOTEL. 
COORDINATED WITH HOTEL AS BOOKING WAS FOR 1 DOUBLE ROOM BUT GUEST THOUGHT THAT 'DOUBLE' MEANT 2 ROOMS. COORDINATED WITH THE HOTEL REGARDING THE SAME.
GUESTS WERE COMPLAINING REGARDING THE ROOM SIZE AND THEY WERE NOT HAPPY WITH IT. COORDINATED WITH THE HOTEL REGARDING THE SAME.

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2025 19:27:09,09/06/2025,NHL/029,Kolkata,RESERVATION,7,2,1,2,2,"RATE NEGOTIATE FOR -1894427, AND 1845867, REVERT FOR DIFFERENT ENQUERY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2025 19:27:17,09/06/2025,NHL/123,Kolkata,Bhutan Air Ticket & Taj Hotels,,,,,,,2,6,0,0,0,0,0,"BHUTAN TICKETS : 14 QUERY, BLOCKING 02, BHUTAN PROMOTION MAILER 65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2025 19:30:23,09/06/2025,NHL/233,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,"PURCHASE BOOKED
CASH ENTRY
PREPARING ANNEXURE FOR GSTR3B
CHECKING OF SALES INVOICE DONE OR NOT 
TDS ENTRY
VOUCHER FILLING ",,
09/06/2025 19:34:19,09/06/2025,NHL/188,Kolkata,RESERVATION,16,14,1,0,10,40 QUERY REVERTED ON MAYFAIR GROUP.RATE NEGOTIATION DONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2025 19:39:01,09/06/2025,NHL/015,Kolkata,RESERVATION,0,0,0,0,0,"11 MAIL SENT TO HOTEL FOR RATE IN PURI, BHUBANESWAR. CONTACT DETAILS OF BHUBANESWAR UPDATED. BLUE LILY RATE UPDATED IN SOFTWARE. COURTYARD BY MARRIOTT SHILLONG, RADISSION BLU GUWAHATI, THIMPHU TOWERS,WOODBINE, PHOENIX,JIVA,DAANI CONTINENTAL IMPHAL RATE CHECKED FROM GOOGLE SHEET

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2025 19:53:21,09/06/2025,NHL/028,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.	Bank Book sheet update from Bank
2.	Advance sheet update from Bank more times
3.	Payment follow up Bhutan.
4.	Bank Reconciled checking. All Bank
5.	Follow up TCS amount and TCS declaration
6.	Communicate to agent more times over phone about TCS TDS for Bhutan booking
7.	Read mail
8.	Payment Process
a.	Registered-2
b.	Unregistered   ",,
09/06/2025 19:57:51,09/06/2025,NHL/191,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,NA,NA,53,"Previous refund/adjustment status checking for 24-25 & 25-26 , Windermere Roiling Cake bill payment , Ratnamouli Guwahati bill processed , Kiranshree Grand bill checking & processed , Lemon Tree Siliguri bills checking & processed for payment , Park Prime Kolkata bill checking & processed , Mayfair Siliguri bookings checked & processed , Taj Guras Kuthir statement prepared & processed , Regural vendors payment checking , Assisting in making payments , Putting e mails towards vendors along with payment advice.  ",,
09/06/2025 21:57:53,09/06/2025,NHL/201,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Followup to agents for upcoming bookings,,
09/06/2025 22:12:12,09/06/2025,NHL/236,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
1. All Hotel  and transport's single payment logged in software 
2. All converted hotel's rates checked and update on software. 
3. Assist other to prepare hotel's payment- as required
4. Send hotel payment details emails to hotels. 
5.Prepare hotel statement payment ",,
09/06/2025 23:22:03,09/06/2025,NHL/214,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Invoice send to agent by Mail , TDS TCS check for Bhutan part, Sikkim invoice entries in tally ",,
09/06/2025 23:55:17,09/06/2025,Nhl/049,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncounted ,Uncounted ,Uncounted ,Uncounted ,Engaged in preparation and preservation of Audit data and future financial planning ,,
